id|count
Q1045171|6
Q1045225|3
Q1045269|3
Q1045282|2
Q1045326|4
Q10453610|3
Q1045367|6
Q1045622|3
Q1045758|14
Q1045778|15
Q1045890|3
Q104605459|2
Q1046066|2
Q1046124|3
Q1046154|4
Q1046186|3
Q1046215|5
Q1046223|3
Q104635700|2
Q104635799|3
Q10464085|3
Q104641507|2
Q1046465|2
Q1046497|3
Q1046537|7
Q10465506|7
Q1046625|5
Q104665251|2
Q104668131|2
Q1046707|8
Q1046722|14
Q1046799|30
Q10468523|4
Q1046940|2
Q1046951|22
Q104698272|2
Q1046997|2
Q1047009|2
Q104723929|2
Q10474012|2
Q104765127|5
Q1047672|10
Q1047704|7
Q1047780|2
Q10478790|2
Q10480143|3
Q104808955|2
Q1048119|12
Q104817495|2
Q10481759|3
Q104819199|2
Q104822216|2
Q1048250|4
Q104830247|2
Q104830395|2
Q104830562|2
Q104841095|2
Q104841449|2
Q104841894|2
Q104842316|2
Q104842834|2
Q104848558|2
Q104850338|2
Q104852107|2
Q104852541|2
Q104858006|2
Q104860513|2
Q104862592|2
Q104864073|2
Q104866602|2
Q104867339|2
Q104868523|2
Q104870272|3
Q1048705|12
Q104872529|4
Q10487582|2
Q10487583|2
Q104880693|3
Q104881578|2
Q104882072|2
Q104882131|2
Q1048862|2
Q10489162|2
Q1048919|2
Q10489339|3
Q104901479|2
Q104902011|2
Q104902049|2
Q104902477|2
Q104902623|2
Q104902650|2
Q104903256|2
Q104903279|2
Q104907477|2
Q1049080|2
Q1049084|3
Q10491434|3
Q1049195|5
Q1049200|2
Q1049228|6
Q10493176|2
Q10495302|9
Q10495784|6
Q10497069|2
Q1049707|5
Q10497113|3
Q1049802|20
Q10498233|3
Q1049887|2
Q10498970|4
Q1050061|3
Q1050099|5
Q105010281|3
Q10501537|3
Q1050159|3
Q10502421|2
Q1050317|24
Q10503775|3
Q10503797|3
Q105038057|2
Q105038834|2
Q105038839|2
Q10504110|5
Q105042735|2
Q105044176|2
Q105044244|2
Q105044323|2
Q10505436|9
Q105063070|2
Q105063723|2
Q1050649|3
Q105070615|4
Q105078880|2
Q105078882|2
Q105080763|4
Q105082083|2
Q105085534|2
Q105085939|2
Q105087551|3
Q1050918|3
Q105095163|4
Q105097186|2
Q1050976|7
Q105097835|2
Q105101732|2
Q105102189|2
Q105102690|2
Q105105314|2
Q1051117|3
Q105122917|2
Q105123181|2
Q1051297|15
Q1051494|4
Q105162434|2
Q105163155|2
Q105163249|2
Q105163376|2
Q1051645|3
Q10516525|4
Q10517043|8
Q1051789|3
Q1051815|7
Q1051819|8
Q105194138|2
Q1051984|81
Q10520600|4
Q105207416|2
Q1052077|17
Q1052186|9
Q105224102|2
Q105227854|2
Q10523912|3
Q1052501|2
Q105271504|2
Q105273852|2
Q10527906|2
Q105299269|2
Q105303665|2
Q105319844|2
Q105320008|2
Q105320147|2
Q105320253|2
Q105320287|2
Q1053299|6
Q1053326|4
Q105334047|2
Q1053451|3
Q10534742|2
Q10535306|6
Q105356613|2
Q1053585|3
Q1053586|2
Q1053591|3
Q1053599|2
Q1053601|4
Q1053605|2
Q10536204|2
Q10536286|5
Q10536345|4
Q1053653|2
Q10536847|4
Q10537309|3
Q1053734|6
Q1053889|18
Q1053937|4
Q105394008|2
Q105394699|2
Q105409222|2
Q105409303|2
Q10540942|2
Q105409834|2
Q105410333|3
Q1054148|8
Q1054167|4
Q1054195|7
Q10542224|3
Q1054230|5
Q105424785|2
Q105424953|2
Q105425001|2
Q1054317|6
Q1054327|4
Q1054364|2
Q1054371|5
Q1054404|2
Q105442136|2
Q1054480|2
Q105455659|4
Q1054584|2
Q1054664|2
Q10546926|3
Q1054733|6
Q105474129|2
Q105474683|2
Q1054765|2
Q105476592|6
Q105477531|2
Q1054787|4
Q1054844|20
Q10548715|2
Q105493676|2
Q10549422|2
Q105499871|4
Q10550230|2
Q10550240|2
Q10551114|2
Q10551117|4
Q1055390|4
Q105539224|2
Q10554096|12
Q10554215|2
Q1055426|2
Q1055434|2
Q105550168|2
Q105550858|2
Q105555824|2
Q105555880|2
Q105557|2
Q105558922|2
Q105560065|2
Q105560258|2
Q105560263|2
Q105560890|2
Q105561080|2
Q105561763|2
Q105562174|2
Q105563068|2
Q105563135|2
Q105564139|2
Q105580767|2
Q105580815|2
Q1055811|8
Q1055882|5
Q105592522|3
Q1056046|5
Q105605478|2
Q10560671|4
Q105607047|2
Q1056100|4
Q1056113|13
Q105626509|2
Q105628048|4
Q1056351|3
Q105638088|2
Q1056430|8
Q10564479|3
Q105655392|2
Q1056555|2
Q1056567|3
Q1056637|8
Q1056660|4
Q105669929|2
Q105676163|2
Q105676499|2
Q1056839|2
Q105686613|2
Q105686654|2
Q105687832|2
Q105690306|2
Q105702054|2
Q10570807|2
Q1057110|18
Q1057121|3
Q105717082|2
Q105720709|3
Q105720934|2
Q105721755|2
Q105730746|2
Q1057367|5
Q1057464|11
Q105753455|2
Q1057591|2
Q105759838|2
Q1057718|2
Q105773164|2
Q10577441|2
Q1057845|2
Q1057860|3
Q10579256|2
Q105806676|2
Q105815840|2
Q105816913|2
Q105821169|3
Q105821222|2
Q105821444|2
Q10583424|15
Q105834468|2
Q105839194|2
Q105845372|6
Q105845739|2
Q10585093|6
Q1058638|3
Q10586409|2
Q1058767|2
Q105883145|2
Q10589683|2
Q10589790|2
Q1059002|5
Q105905618|2
Q1059183|7
Q10594777|3
Q10594791|6
Q10594850|2
Q105952251|2
Q105952693|2
Q105952804|2
Q105953820|3
Q105962395|2
Q105962696|2
Q105962836|2
Q105965891|4
Q105967569|3
Q1059709|6
Q105972361|2
Q105973|6
Q105974428|2
Q1059770|8
Q105979966|2
Q1059840|2
Q105984286|4
Q105985832|2
Q1060070|20
Q106010642|2
Q1060176|7
Q10602226|3
Q10602793|2
Q10603029|2
Q1060336|2
Q106039532|2
Q106039651|2
Q106041086|2
Q1060537|2
Q10605590|3
Q10605631|3
Q1060611|2
Q1060650|3
Q106065706|2
Q106074411|2
Q106075151|2
Q106086717|2
Q106090112|2
Q106094136|2
Q106103281|2
Q1061081|3
Q1061270|4
Q10613666|2
Q10614535|2
Q106158|6
Q106179544|2
Q106179919|4
Q1061903|13
Q1061931|4
Q106199850|2
Q106200804|2
Q106201452|2
Q1062038|3
Q10621665|4
Q10623215|2
Q1062377|11
Q106238381|2
Q106238481|2
Q106238487|4
Q106238896|2
Q106238923|2
Q106254027|2
Q106254187|2
Q1062623|5
Q1062659|2
Q106269503|2
Q106282857|2
Q106282881|2
Q1062956|4
Q106296918|3
Q106298593|2
Q106298862|2
Q1063040|4
Q106311222|2
Q106311374|2
Q106311407|2
Q106311468|2
Q106317276|3
Q106322156|2
Q106322445|2
Q1063242|16
Q1063288|3
Q1063464|4
Q10635982|3
Q106363068|2
Q106363323|2
Q106366874|2
Q106367805|3
Q1063681|5
Q106372242|2
Q10638079|3
Q106380969|2
Q1063818|3
Q10638477|2
Q106390792|2
Q1063933|7
Q1063973|2
Q10639861|4
Q1064006|10
Q1064056|2
Q106417887|2
Q106432386|2
Q106432604|2
Q106432847|2
Q106432941|2
Q106448545|2
Q106452144|2
Q106466445|5
Q10648360|2
Q1064887|4
Q1064900|7
Q106492865|2
Q1065|145
Q106501529|2
Q1065024|19
Q106505816|2
Q1065090|2
Q10651276|2
Q10651475|2
Q10651563|6
Q106522233|2
Q10655262|6
Q1065539|5
Q10656253|2
Q106570666|2
Q1065835|14
Q1065854|42
Q106590166|2
Q10659490|2
Q10659548|5
Q106597723|2
Q1066018|7
Q1066028|2
Q10660896|2
Q106609935|2
Q106610239|2
Q106610391|2
Q106610490|2
Q106610516|2
Q106610657|2
Q106610783|2
Q106623554|2
Q106623691|2
Q106625440|2
Q106636796|2
Q106638937|2
Q106639565|2
Q106645750|2
Q1066476|4
Q106652374|2
Q1066620|6
Q106670718|2
Q106670902|2
Q1066777|4
Q1066823|6
Q1066858|2
Q106688218|2
Q106688406|2
Q10669269|6
Q10669689|2
Q1067039|3
Q1067041|14
Q1067053|40
Q106707195|2
Q106707376|2
Q1067096|5
Q1067189|2
Q106726264|2
Q106726663|2
Q10673408|2
Q1067617|5
Q1067636|5
Q10676569|3
Q106768571|2
Q10676872|2
Q10677694|6
Q106777608|2
Q106777997|2
Q106778684|2
Q1067795|14
Q1067833|2
Q1067949|15
Q106797788|2
Q106797897|2
Q10679840|4
Q10679862|2
Q1067998|4
Q10680376|2
Q10680526|3
Q1068067|28
Q106808883|2
Q106808941|2
Q106811902|2
Q106816375|2
Q106816800|2
Q1068181|3
Q106818334|2
Q106823265|2
Q10682915|2
Q106829668|2
Q106830328|2
Q106833126|3
Q1068351|3
Q106839584|2
Q106839694|3
Q10684781|2
Q10684798|2
Q10684822|5
Q1068503|10
Q10685075|5
Q10685078|14
Q10685087|2
Q10685109|3
Q10685270|2
Q10685359|2
Q10685368|4
Q106856093|2
Q10685636|4
Q10685882|2
Q10685915|6
Q10685918|4
Q10685973|4
Q10685982|2
Q106862709|2
Q1068628|7
Q106864141|2
Q1068648|19
Q1068655|2
Q1068670|3
Q1068680|2
Q10687715|3
Q10688047|2
Q1068824|15
Q1068885|2
Q106900954|2
Q106911514|2
Q10691336|3
Q1069142|2
Q106920153|2
Q106920262|2
Q1069206|2
Q10692298|5
Q106924632|2
Q106926871|2
Q106935964|2
Q106936193|2
Q1069385|16
Q1069454|6
Q106946633|2
Q10695465|2
Q106957254|2
Q106964138|2
Q106970305|2
Q106973185|2
Q106978324|2
Q1069902|3
Q106995372|2
Q106998103|3
Q107008081|2
Q107008227|2
Q10701055|4
Q107016875|2
Q107027665|2
Q107028164|2
Q107037635|2
Q1070711|2
Q1070755|3
Q1070787|6
Q1070813|2
Q1070860|7
Q1070863|5
Q10708648|4
Q107087678|2
Q107088126|2
Q107095329|2
Q10709691|2
Q107104251|2
Q107104580|2
Q107104630|2
Q107105047|2
Q107105207|2
Q10711016|2
Q10711535|3
Q10711552|4
Q107118245|2
Q10711876|2
Q107121376|2
Q107121944|2
Q107133221|2
Q1071346|12
Q107143798|2
Q107143986|2
Q107144795|2
Q107144797|2
Q107144814|2
Q1071456|3
Q1071467|7
Q1071679|3
Q1071706|20
Q1071712|2
Q10717138|6
Q1071744|18
Q107176532|2
Q107176563|2
Q107183498|2
Q1071849|4
Q1071853|2
Q107185306|2
Q107185738|2
Q1071867|5
Q1071967|6
Q1071976|4
Q10720015|3
Q1072033|4
Q107203509|2
Q107203562|2
Q107210677|2
Q107211050|2
Q1072120|10
Q1072194|2
Q107222901|2
Q107241950|2
Q10724388|3
Q107249752|2
Q1072571|4
Q107261056|2
Q107261103|2
Q1072620|2
Q107267239|3
Q107267913|3
Q107272412|2
Q1072786|2
Q1072795|3
Q1072803|9
Q1072828|29
Q107283651|2
Q107284444|2
Q1072857|12
Q10728671|2
Q107291492|3
Q107292112|2
Q107299162|2
Q107299190|2
Q10730152|2
Q1073100|16
Q107313706|2
Q107316425|4
Q1073203|11
Q1073219|3
Q1073236|8
Q1073240|4
Q107324246|2
Q1073285|2
Q1073291|2
Q1073306|10
Q1073327|2
Q1073329|3
Q1073332|2
Q107335357|2
Q107342054|2
Q107342082|2
Q107342182|2
Q107342261|2
Q1073463|4
Q1073482|9
Q107348258|2
Q107348263|2
Q1073489|19
Q1073492|4
Q1073508|10
Q1073509|8
Q1073512|2
Q1073519|9
Q1073540|24
Q107354233|2
Q107354877|2
Q107354893|2
Q1073560|4
Q1073564|2
Q107359168|2
Q107360733|2
Q107366253|2
Q107377348|2
Q107377438|2
Q1073880|4
Q107389242|2
Q107391623|2
Q107395258|8
Q1073961|14
Q107404464|2
Q107404588|2
Q107410578|2
Q107419491|4
Q107427258|2
Q107427580|2
Q107427626|2
Q1074335|3
Q107440238|2
Q107451729|2
Q107451753|4
Q107452052|2
Q1074631|3
Q107463177|2
Q1074635|7
Q1074688|6
Q107472972|2
Q107473299|2
Q107482106|2
Q1074830|16
Q1074851|9
Q10748653|2
Q107490626|2
Q107490675|2
Q1074958|18
Q107503623|2
Q107504087|2
Q107504223|2
Q10750775|2
Q107519162|2
Q10751961|3
Q10751968|4
Q10752012|4
Q10752171|3
Q107525195|2
Q107535294|2
Q1075379|4
Q107538115|2
Q1075391|2
Q107548206|2
Q1075485|3
Q107555782|2
Q107556422|2
Q1075623|2
Q1075640|2
Q107564537|2
Q107569|31
Q107570615|2
Q107571127|2
Q1075788|12
Q107596477|2
Q107599722|2
Q107599786|2
Q107599810|2
Q107599902|2
Q1076089|2
Q107610628|2
Q107610856|2
Q1076128|2
Q107630860|2
Q107635883|5
Q107639392|2
Q107639548|2
Q107639702|2
Q107639835|2
Q107646110|2
Q107646193|2
Q107646415|2
Q107648928|2
Q107657781|2
Q107661386|2
Q1076645|7
Q10766582|6
Q107672347|4
Q1076724|7
Q1076779|6
Q107682748|2
Q107688507|3
Q107694256|2
Q107695874|2
Q107710082|2
Q107710249|2
Q10772254|6
Q107722801|2
Q107723068|2
Q107723101|2
Q107723242|3
Q107740127|2
Q1077412|6
Q1077459|14
Q107750386|2
Q107778567|2
Q107803405|2
Q107803576|2
Q107804119|2
Q1078495|24
Q10786832|3
Q10788800|2
Q107920073|2
Q107920110|2
Q1079206|3
Q107921165|2
Q10793118|3
Q107951994|3
Q107969389|2
Q107969531|2
Q107980529|2
Q1080254|3
Q108030387|2
Q108030462|2
Q108030634|2
Q108031346|2
Q108044578|2
Q108044581|2
Q10805767|2
Q108084030|2
Q108085074|2
Q108085121|2
Q108085844|2
Q108085856|2
Q108101799|2
Q108101964|2
Q1081045|2
Q1081134|7
Q1081154|3
Q108131456|3
Q108131546|2
Q1081459|4
Q108146722|2
Q108166718|2
Q108166855|2
Q10816717|2
Q10816748|6
Q108180634|3
Q108180696|2
Q1081874|3
Q108208479|2
Q108240312|2
Q10824992|2
Q10825953|3
Q108265883|2
Q108272982|2
Q108275954|2
Q10828463|2
Q108293128|2
Q108293483|2
Q108294281|2
Q108303736|2
Q108303974|2
Q10831235|3
Q108312755|2
Q108314309|2
Q108314688|2
Q108315049|2
Q108315061|2
Q10831594|2
Q10831596|2
Q10831597|2
Q10831598|4
Q108317599|3
Q10831954|2
Q108325767|2
Q10832769|2
Q10833487|2
Q108336952|2
Q108370158|2
Q1083704|11
Q1083747|12
Q1083858|2
Q108392649|2
Q10839649|2
Q108402734|2
Q108417982|2
Q1084234|15
Q10843005|2
Q10843009|2
Q10843012|2
Q10843479|2
Q108443641|2
Q108456761|2
Q10846067|8
Q10846831|10
Q1084958|17
Q108496692|3
Q108501777|2
Q10850853|2
Q10850991|4
Q10851106|15
Q108531419|2
Q108532521|2
Q108532527|2
Q108532552|2
Q10854462|3
Q10854572|14
Q10855561|2
Q10855835|3
Q108559388|2
Q108570460|2
Q10858058|2
Q10859473|4
Q10859684|2
Q1085984|5
Q10860246|6
Q10860253|2
Q10860683|2
Q108607144|2
Q108607689|2
Q108610698|2
Q10861236|10
Q108619691|2
Q10862318|2
Q10862752|2
Q10865537|2
Q108660896|2
Q108672987|2
Q10867682|6
Q108685423|2
Q108696237|2
Q1086979|13
Q108703547|2
Q10871787|2
Q10872226|2
Q10872932|2
Q108730478|2
Q10873167|2
Q10873175|2
Q10873285|3
Q108739265|2
Q10873927|3
Q10873928|3
Q108739434|2
Q108739916|2
Q10874081|3
Q10874217|4
Q10874595|2
Q10874650|2
Q10874682|4
Q10874734|2
Q10874830|2
Q108749685|2
Q10875058|6
Q10875850|2
Q10876236|4
Q10876348|2
Q10876435|14
Q10876438|3
Q10876765|2
Q108770637|2
Q10877253|3
Q1087742|2
Q108782133|4
Q108782488|2
Q108795720|2
Q10879603|2
Q10879609|2
Q1087980|7
Q108803499|2
Q10880945|3
Q108816929|2
Q108821962|2
Q108822293|2
Q108829761|4
Q10883027|2
Q108830591|2
Q108830715|2
Q108830807|2
Q10883132|2
Q10883666|2
Q1088453|18
Q108858298|2
Q108860972|2
Q1088625|4
Q108864780|2
Q108864796|2
Q10887008|2
Q108872274|2
Q108872550|2
Q108882962|2
Q108888214|2
Q108898809|2
Q10890263|2
Q1089060|6
Q10890670|2
Q108909041|3
Q10891303|2
Q108913349|2
Q10891457|4
Q10891465|2
Q10891470|2
Q10891471|3
Q10891473|2
Q108919305|2
Q108919864|2
Q1089278|15
Q10893397|2
Q108934053|2
Q108934095|2
Q108934132|2
Q10893531|2
Q108939982|2
Q108940000|2
Q108940219|2
Q108940337|2
Q1089497|2
Q10896804|2
Q1089760|3
Q1089846|2
Q109000972|2
Q10900654|2
Q10902027|2
Q10902223|2
Q109042290|2
Q109059350|2
Q109060082|2
Q10906621|2
Q10906656|31
Q10907886|2
Q1090880|2
Q10909059|2
Q10909063|2
Q10910065|5
Q10910318|2
Q1091034|15
Q1091149|7
Q1091160|4
Q109116518|2
Q1091186|14
Q1091203|2
Q1091235|3
Q1091468|4
Q1091510|6
Q10916954|2
Q109179|14
Q1091858|7
Q10918686|3
Q1091878|10
Q1091884|10
Q1092060|2
Q10920877|2
Q10921252|4
Q10921661|2
Q1092174|3
Q109229060|2
Q109229367|2
Q109232121|2
Q109235864|2
Q109236266|2
Q109236576|2
Q109236759|2
Q109236937|2
Q109237194|2
Q10925969|2
Q10926081|2
Q109266593|2
Q10926960|2
Q10927677|2
Q109280285|5
Q109283644|2
Q1092839|3
Q109284144|2
Q1092895|2
Q1092919|6
Q109297386|2
Q109299168|2
Q1093004|3
Q10930318|2
Q10930430|2
Q109308566|2
Q10932258|2
Q1093447|3
Q10934751|2
Q10934832|3
Q1093541|7
Q10936795|4
Q1093795|3
Q109381502|2
Q109381630|2
Q1093862|2
Q10939|2
Q109391386|2
Q10940359|2
Q109407740|28
Q1094101|2
Q10941076|2
Q10941245|2
Q10941430|2
Q10941699|2
Q1094248|4
Q1094290|13
Q1094313|3
Q1094471|2
Q10944867|3
Q1094524|4
Q1094550|11
Q10945867|2
Q10946165|2
Q10948835|2
Q1094957|2
Q109500013|2
Q109524387|2
Q109524629|2
Q109524646|2
Q109534976|2
Q109535721|2
Q109535808|2
Q109535972|2
Q109536383|2
Q109536918|2
Q109537747|2
Q109537749|2
Q109538217|2
Q109538219|2
Q109539260|2
Q109539474|2
Q109546541|2
Q109561754|2
Q109561827|2
Q109570506|2
Q109570708|2
Q1095764|2
Q1095857|20
Q109592138|2
Q1096013|2
Q109609789|2
Q1096191|3
Q109621179|2
Q109621236|2
Q109623949|2
Q1096390|2
Q109649193|2
Q109667585|2
Q109680037|2
Q1096924|3
Q109700282|2
Q1097131|3
Q1097164|4
Q109726731|2
Q109743201|2
Q1097520|18
Q10975451|4
Q109767335|2
Q109767358|2
Q109767653|2
Q1098100|2
Q10982115|2
Q1098284|2
Q10983389|4
Q109846704|2
Q109848094|2
Q109849889|2
Q109875374|2
Q109893|2
Q109905542|2
Q109905553|2
Q109907710|2
Q1099094|2
Q109927942|2
Q109928076|2
Q10993568|2
Q109973493|2
Q109973763|2
Q109974064|2
Q109974149|2
Q109974264|2
Q109974327|2
Q109974744|2
Q109974892|2
Q109974994|2
Q109975065|2
Q109975146|2
Q109975203|2
Q109975338|2
Q1099900|4
Q110010431|2
Q110010552|2
Q110051208|2
Q11005470|8
Q1100681|2
Q1100754|6
Q110076263|2
Q110078793|2
Q1100810|2
Q11008590|2
Q1100868|2
Q110092533|2
Q110095148|2
Q1100969|4
Q1101155|2
Q1101230|3
Q110128138|2
Q110128178|2
Q110128205|2
Q110128373|2
Q110128795|2
Q110128872|2
Q110129419|2
Q110129623|2
Q110130531|2
Q110130638|2
Q110130660|2
Q110130794|2
Q110130970|2
Q110131014|2
Q110131018|2
Q110133301|2
Q110154042|2
Q110162326|2
Q11016557|2
Q110166183|2
Q11017194|2
Q11018418|3
Q110192369|2
Q11020151|2
Q110208406|2
Q110221359|2
Q110223600|2
Q11022626|2
Q110231172|3
Q110235640|2
Q1102389|4
Q110245605|2
Q110252115|2
Q110255004|2
Q110263686|2
Q110269071|2
Q110269085|2
Q110269098|2
Q110275918|2
Q11027629|3
Q11028991|2
Q110293760|2
Q11029977|3
Q110300616|2
Q110310107|2
Q110322020|2
Q110322029|2
Q110323967|2
Q1103521|4
Q11035338|2
Q110363143|2
Q110376703|2
Q11039213|9
Q110397735|3
Q110401651|2
Q1104026|4
Q110422580|2
Q1104257|3
Q11044111|2
Q11046731|2
Q11046844|3
Q11046949|3
Q11047108|3
Q1104762|4
Q1104787|4
Q11048492|3
Q1104910|20
Q1104912|2
Q11049172|3
Q1105124|7
Q1105202|11
Q1105308|2
Q1105405|2
Q1105422|6
Q1105518|4
Q1105559|3
Q1105569|2
Q1105642|2
Q1105688|3
Q1105695|3
Q1105744|9
Q1105851|5
Q11063808|4
Q1106869|3
Q1106920|2
Q11069710|15
Q1107035|3
Q1107088|4
Q1107096|2
Q11071241|5
Q1107215|2
Q11074156|2
Q1107552|3
Q1107750|3
Q11077890|2
Q1107813|3
Q1107834|2
Q11079498|2
Q11079621|2
Q11079799|22
Q1107983|2
Q1108057|2
Q11080923|2
Q11081257|3
Q11081466|7
Q1108172|2
Q11082956|2
Q11084240|2
Q11087085|8
Q11087244|3
Q11087466|2
Q11088820|3
Q1109009|6
Q11090234|2
Q1109101|4
Q1109135|19
Q11091795|2
Q11091810|2
Q1109377|3
Q1109499|5
Q1109904|2
Q1109925|3
Q1110126|7
Q1110323|2
Q11103434|2
Q11104175|3
Q11106115|2
Q1110733|4
Q1110777|10
Q11108502|2
Q1111020|8
Q11119009|2
Q1111963|2
Q11122266|2
Q1112358|2
Q1112388|4
Q11124622|2
Q1112471|13
Q1112557|3
Q1112588|18
Q11125919|2
Q1112962|4
Q1113213|3
Q1113225|2
Q1113240|5
Q11132845|3
Q1113626|3
Q1113804|2
Q11139034|2
Q11141592|2
Q1114252|3
Q1114260|5
Q1114318|2
Q11143779|3
Q11145901|3
Q1114688|5
Q1114726|3
Q1114760|2
Q1114780|3
Q1114878|8
Q1115018|3
Q1115064|2
Q1115142|6
Q1115232|3
Q11152859|2
Q1115363|5
Q111546|2
Q1115557|8
Q1115638|7
Q1115724|3
Q1115728|6
Q11157847|2
Q1115813|10
Q11159888|2
Q1116100|2
Q1116396|4
Q1116849|3
Q1116939|2
Q1117001|9
Q11171029|2
Q11174825|3
Q1117943|8
Q11180568|4
Q1118312|8
Q11184211|6
Q1118429|8
Q111854|4
Q1118657|2
Q11188787|2
Q11189488|4
Q1119001|5
Q11192606|2
Q11196229|2
Q1119804|3
Q11198379|6
Q11199056|2
Q11201240|2
Q112020|6
Q11202105|3
Q11203476|4
Q112043|3
Q11207|5
